Title,Sanskrit,English-Sanskrit,Synonyms,Translation
5.22,ये हि संस्पर्शजा भोगा दु:खयोनय एव ते ।\nआद्यन्तवन्त: कौन्तेय न तेषु रमते बुध: ॥ २२ ॥,ye hi saṁsparśa-jā bhogā\nduḥkha-yonaya eva te\nādy-antavantaḥ kaunteya\nna teṣu ramate budhaḥ\n\nramante yogino ’nante\nsatyānande cid-ātmani\niti rāma-padenāsau\nparaṁ brahmābhidhīyate\n\nnāyaṁ deho deha-bhājāṁ nṛ-loke\nkaṣṭān kāmān arhate viḍ-bhujāṁ ye\ntapo divyaṁ putrakā yena sattvaṁ\nśuddhyed yasmād brahma-saukhyaṁ tv anantam\n\n,ye — those; hi — certainly; saṁsparśa-jāḥ — by contact with the material senses; bhogāḥ — enjoyments; duḥkha — distress; yonayaḥ — sources of; eva — certainly; te — they are; ādi — beginning; anta — end; vantaḥ — subject to; kaunteya — O son of Kuntī; na — never; teṣu — in those; ramate — takes delight; budhaḥ — the intelligent person.,"An intelligent person does not take part in the sources of misery, which are due to contact with the material senses. O son of Kuntī, such pleasures have a beginning and an end, and so the wise man does not delight in them."
5.23,शक्न‍ोतीहैव य: सोढुं प्राक्शरीरविमोक्षणात् ।\nकामक्रोधोद्भ‍वं वेगं स युक्त: स सुखी नर: ॥ २३ ॥,śaknotīhaiva yaḥ soḍhuṁ\nprāk śarīra-vimokṣaṇāt\nkāma-krodhodbhavaṁ vegaṁ\nsa yuktaḥ sa sukhī naraḥ\n\n,śaknoti — is able; iha eva — in the present body; yaḥ — one who; soḍhum — to tolerate; prāk — before; śarīra — the body; vimokṣaṇāt — giving up; kāma — desire; krodha — and anger; udbhavam — generated from; vegam — urges; saḥ — he; yuktaḥ — in trance; saḥ — he; sukhī — happy; naraḥ — human being.,"Before giving up this present body, if one is able to tolerate the urges of the material senses and check the force of desire and anger, he is well situated and is happy in this world."
5.24,योऽन्त:सुखोऽन्तरारामस्तथान्तर्ज्योतिरेव य: ।\nस योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ॥ २४ ॥,yo ’ntaḥ-sukho ’ntar-ārāmas\ntathāntar-jyotir eva yaḥ\nsa yogī brahma-nirvāṇaṁ\nbrahma-bhūto ’dhigacchati\n\n,yaḥ — one who; antaḥ-sukhaḥ — happy from within; antaḥ-ārāmaḥ — actively enjoying within; tathā — as well as; antaḥ-jyotiḥ — aiming within; eva — certainly; yaḥ — anyone; saḥ — he; yogī — a mystic; brahma-nirvāṇam — liberation in the Supreme; brahma-bhūtaḥ — being self-realized; adhigacchati — attains.,"One whose happiness is within, who is active and rejoices within, and whose aim is inward is actually the perfect mystic. He is liberated in the Supreme, and ultimately he attains the Supreme."
5.25,लभन्ते ब्रह्मनिर्वाणमृषय: क्षीणकल्मषा: ।\nछिन्नद्वैधा यतात्मान: सर्वभूतहिते रता: ॥ २५ ॥,labhante brahma-nirvāṇam\nṛṣayaḥ kṣīṇa-kalmaṣāḥ\nchinna-dvaidhā yatātmānaḥ\nsarva-bhūta-hite ratāḥ\n\n,labhante — achieve; brahma-nirvāṇam — liberation in the Supreme; ṛṣayaḥ — those who are active within; kṣīṇa-kalmaṣāḥ — who are devoid of all sins; chinna — having torn off; dvaidhāḥ — duality; yata-ātmānaḥ — engaged in self-realization; sarva-bhūta — for all living entities; hite — in welfare work; ratāḥ — engaged.,"Those who are beyond the dualities that arise from doubts, whose minds are engaged within, who are always busy working for the welfare of all living beings and who are free from all sins achieve liberation in the Supreme."
5.26,कामक्रोधविमुक्तानां यतीनां यतचेतसाम् ।\nअभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् ॥ २६ ॥,kāma-krodha-vimuktānāṁ\nyatīnāṁ yata-cetasām\nabhito brahma-nirvāṇaṁ\nvartate viditātmanām\n\nyat-pāda-paṅkaja-palāśa-vilāsa-bhaktyā\nkarmāśayaṁ grathitam udgrathayanti santaḥ\ntadvan na rikta-matayo yatayo ’pi ruddha-\nsroto-gaṇās tam araṇaṁ bhaja vāsudevam\n\ndarśana-dhyāna-saṁsparśair\nmatsya-kūrma-vihaṅgamāḥ\nsvāny apatyāni puṣṇanti\ntathāham api padma-ja\n\n,kāma — from desires; krodha — and anger; vimuktānām — of those who are liberated; yatīnām — of the saintly persons; yata-cetasām — who have full control over the mind; abhitaḥ — assured in the near future; brahma-nirvāṇam — liberation in the Supreme; vartate — is there; vidita-ātmanām — of those who are self-realized.,"Those who are free from anger and all material desires, who are self-realized, self-disciplined and constantly endeavoring for perfection, are assured of liberation in the Supreme in the very near future."
5.27-28,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवो: ।\nप्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ ॥ २७ ॥\nयतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायण: ।\nविगतेच्छाभयक्रोधो य: सदा मुक्त एव स: ॥ २८ ॥,sparśān kṛtvā bahir bāhyāṁś\ncakṣuś caivāntare bhruvoḥ\nprāṇāpānau samau kṛtvā\nnāsābhyantara-cāriṇau\n\nyatendriya-mano-buddhir\nmunir mokṣa-parāyaṇaḥ\nvigatecchā-bhaya-krodho\nyaḥ sadā mukta eva saḥ\n\n,"sparśān — sense objects, such as sound; kṛtvā — keeping; bahiḥ — external; bāhyān — unnecessary; cakṣuḥ — eyes; ca — also; eva — certainly; antare — between; bhruvoḥ — the eyebrows; prāṇa-apānau — up- and down-moving air; samau — in suspension; kṛtvā — keeping; nāsa-abhyantara — within the nostrils; cāriṇau — blowing; yata — controlled; indriya — senses; manaḥ — mind; buddhiḥ — intelligence; muniḥ — the transcendentalist; mokṣa — for liberation; parāyaṇaḥ — being so destined; vigata — having discarded; icchā — wishes; bhaya — fear; krodhaḥ — anger; yaḥ — one who; sadā — always; muktaḥ — liberated; eva — certainly; saḥ — he is.","Shutting out all external sense objects, keeping the eyes and vision concentrated between the two eyebrows, suspending the inward and outward breaths within the nostrils, and thus controlling the mind, senses and intelligence, the transcendentalist aiming at liberation becomes free from desire, fear and anger. One who is always in this state is certainly liberated."
5.29,भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् ।\nसुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति ॥ २९ ॥,bhoktāraṁ yajña-tapasāṁ\nsarva-loka-maheśvaram\nsuhṛdaṁ sarva-bhūtānāṁ\njñātvā māṁ śāntim ṛcchati\n\n,bhoktāram — the beneficiary; yajña — of sacrifices; tapasām — and penances and austerities; sarva-loka — of all planets and the demigods thereof; mahā-īśvaram — the Supreme Lord; su-hṛdam — the benefactor; sarva — of all; bhūtānām — the living entities; jñātvā — thus knowing; mām — Me (Lord Kṛṣṇa); śāntim — relief from material pangs; ṛcchati — one achieves.,"A person in full consciousness of Me, knowing Me to be the ultimate beneficiary of all sacrifices and austerities, the Supreme Lord of all planets and demigods, and the benefactor and well-wisher of all living entities, attains peace from the pangs of material miseries."
6.1,श्रीभगवानुवाच\nअनाश्रित: कर्मफलं कार्यं कर्म करोति य: ।\nस सन्न्यासी च योगी च न निरग्न‍िर्न चाक्रिय: ॥ १ ॥,śrī-bhagavān uvāca\nanāśritaḥ karma-phalaṁ\nkāryaṁ karma karoti yaḥ\nsa sannyāsī ca yogī ca\nna niragnir na cākriyaḥ\n\nna dhanaṁ na janaṁ na sundarīṁ\nkavitāṁ vā jagad-īśa kāmaye\nmama janmani janmanīśvare\nbhavatād bhaktir ahaitukī tvayi\n\n,śrī-bhagavān uvāca — the Lord said; anāśritaḥ — without taking shelter; karma-phalam — of the result of work; kāryam — obligatory; karma — work; karoti — performs; yaḥ — one who; saḥ — he; sannyāsī — in the renounced order; ca — also; yogī — mystic; ca — also; na — not; niḥ — without; agniḥ — fire; na — nor; ca — also; akriyaḥ — without duty.,"The Supreme Personality of Godhead said: One who is unattached to the fruits of his work and who works as he is obligated is in the renounced order of life, and he is the true mystic, not he who lights no fire and performs no duty."
6.2,यं सन्न्यासमिति प्राहुर्योगं तं विद्धि पाण्डव ।\nन ह्यसन्न्यस्तसङ्कल्पो योगी भवति कश्चन ॥ २ ॥,yaṁ sannyāsam iti prāhur\nyogaṁ taṁ viddhi pāṇḍava\nna hy asannyasta-saṅkalpo\nyogī bhavati kaścana\n\n,yam — what; sannyāsam — renunciation; iti — thus; prāhuḥ — they say; yogam — linking with the Supreme; tam — that; viddhi — you must know; pāṇḍava — O son of Pāṇḍu; na — never; hi — certainly; asannyasta — without giving up; saṅkalpaḥ — desire for self-satisfaction; yogī — a mystic transcendentalist; bhavati — becomes; kaścana — anyone.,"What is called renunciation you should know to be the same as yoga, or linking oneself with the Supreme, O son of Pāṇḍu, for one can never become a yogī unless he renounces the desire for sense gratification."
6.3,आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते ।\nयोगारूढस्यतस्यैव शम: कारणमुच्यते ॥ ३ ॥,ārurukṣor muner yogaṁ\nkarma kāraṇam ucyate\nyogārūḍhasya tasyaiva\nśamaḥ kāraṇam ucyate\n\n,ārurukṣoḥ — who has just begun yoga; muneḥ — of the sage; yogam — the eightfold yoga system; karma — work; kāraṇam — the means; ucyate — is said to be; yoga — eightfold yoga; ārūḍhasya — of one who has attained; tasya — his; eva — certainly; śamaḥ — cessation of all material activities; kāraṇam — the means; ucyate — is said to be.,"For one who is a neophyte in the eightfold yoga system, work is said to be the means; and for one who is already elevated in yoga, cessation of all material activities is said to be the means."
6.4,यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्ज‍ते ।\nसर्वसङ्कल्पसन्न्यासी योगारूढस्तदोच्यते ॥ ४ ॥,yadā hi nendriyārtheṣu\nna karmasv anuṣajjate\nsarva-saṅkalpa-sannyāsī\nyogārūḍhas tadocyate\n\n,yadā — when; hi — certainly; na — not; indriya-artheṣu — in sense gratification; na — never; karmasu — in fruitive activities; anuṣajjate — one necessarily engages; sarva-saṅkalpa — of all material desires; sannyāsī — renouncer; yoga-ārūḍhaḥ — elevated in yoga; tadā — at that time; ucyate — is said to be.,"A person is said to be elevated in yoga when, having renounced all material desires, he neither acts for sense gratification nor engages in fruitive activities."
